name,url,rating,address,description,latitude,longitude
ibis Grenoble Centre Bastille,https://www.booking.com/hotel/fr/ibis-grenoble-centre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.2,"5 rue Miribel - Tramway Victor Hugo, 38000 Grenoble, France","Located in the centre of Grenoble, ibis Grenoble Centre offers a 24-hour reception bar and free Wi-Fi access throughout. Victor Hugo Tramway is situated outside the hotel and the Bastille Cable Car is 500 metres away.

All rooms are air-conditioned and feature a flat-screen TV with cable channels, a wardrobe, a desk and a telephone. The en suite bathroom includes a hairdryer and free toiletries.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.

Additional features include luggage storage, daily newspapers and an elevator. Victor Hugo Square is 100 metres away and private parking is possible on site.",45.19052518,5.72641228
Garden in the city - Train station/City center,https://www.booking.com/hotel/fr/garden-in-the-city-train-station-city-center.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.3,"35 Rue Revol, 38000 Grenoble, France","Garden in the city - Train station/City center, a property with a garden and a terrace, is situated in Grenoble, 700 metres from WTC Grenoble, 6.6 km from AlpExpo, as well as 3 km from Alps Stadium. The property is set 5.3 km from The Bastille Grenoble, 6.8 km from Summum and 32 km from Col de Parménie. Free WiFi is available throughout the property and Grenoble Train Station is 600 metres away.

The 2-bedroom apartment features a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The nearest airport is Alpes–Isère Airport, 45 km from the apartment.",45.189766,5.707985
Appartement cosy dans les rues piétonnes,https://www.booking.com/hotel/fr/studio-entierement-renove-dans-les-rue-pietonnes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.3,"14 Rue Saint-Jacques, 38000 Grenoble, France","In the Grenoble City Centre district of Grenoble, close to WTC Grenoble, Appartement cosy dans les rues piétonnes has free WiFi and a washing machine. The property is around 5.4 km from AlpExpo, 1.3 km from Alps Stadium and 2 km from The Bastille Grenoble. The property is 200 metres from the city centre and 1.3 km from Grenoble Train Station.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is offered. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Summum is 5.6 km from the apartment, while Col de Parménie is 34 km from the property. The nearest airport is Alpes–Isère Airport, 47 km from Appartement cosy dans les rues piétonnes.",45.1896541,5.7279924
Adagio Grenoble Centre,https://www.booking.com/hotel/fr/hipark.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.3,"6 rue Auguste Genin, 38000 Grenoble, France","Adagio Grenoble Centre is located in the Europole business district of Grenoble, a 5-minute walk from the city’s TGV Train Station and a 10-minute walk from the city centre. With studios and suites, it offers free WiFi access, a fitness room and a sauna.

All the contemporary studios and suites are equipped with interactive TV and a fully equipped kitchen.

Adagio Grenoble Centre serves a daily continental breakfast as well as full concierge services.

Grenobles old town and Notre Dame Cathedral are within easy walking distance. The A480 motorway is 1.3 kilometres away for guests exploring the Rhone-Alpes region by car.",45.18960902,5.7121785
Appartements Residilaverde Gare,https://www.booking.com/hotel/fr/residilaverde-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.8,"59 Avenue Alsace Lorraine, 38000 Grenoble, France","Located in the heart of Grenoble, Appartement Residilaverde Gare proposes self-catering accommodation just 100 metres from the train station and 900 metres from Bastille Cable Car.

All accommodation is air-conditioned and features a flat-screen TV with satellite channels, free Wi-Fi access, a washing machine and a dryer. They are complete with a private bathroom.

The fully equipped kitchen in each apartment includes a coffee machine, refrigerator, oven, kettle and a toaster. Restaurants and bars can be found within walking distance.

Mistral Park is a 20-mintue walk from the accommodation. Private parking is possible on site.",45.18988406,5.71627691
Chambre au Cœur Grenoble - Calme & Tout Equipé avec WIFI,https://www.booking.com/hotel/fr/chambre-au-coeur-grenoble-calme-amp-tout-equipe-avec-wifi.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,10,"102 23 Rue Ampère, 38000 Grenoble, France","Featuring accommodation with a balcony, Chambre au Cœur Grenoble - Calme & Tout Equipé avec WIFI is located in Grenoble. The property is set 1.2 km from WTC Grenoble, 6 km from AlpExpo and 3.8 km from Alps Stadium. Free WiFi is available throughout the property and Grenoble Train Station is 1.1 km away.

The air-conditioned apartment consists of 1 bedroom, a fully equipped kitchen and 1 bathroom. A flat-screen TV is provided. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The Bastille Grenoble is 5.6 km from the apartment, while Summum is 6.2 km away. The nearest airport is Alpes–Isère Airport, 45 km from Chambre au Cœur Grenoble - Calme & Tout Equipé avec WIFI.",45.1862613,5.7059208
ibis Grenoble Gare,https://www.booking.com/hotel/fr/ibis-grenoble-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,7.4,"27 Quai Claude Bernard, 38000 Grenoble, France","Set just 200 metres from Grenoble Train Station, ibis Grenoble Gare offers air-conditioned rooms with mountain views and free Wi-Fi. It has a 24-hour reception and you can enjoy a drink from the bar. It is a 5-minute walk from the city centre.

Decorated in a modern style, the guest rooms all include an LCD TV with satellite channels. Each is soundproofed and has  a telephone, desk and a private bathroom complete with a hairdryer.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. Snacks and drinks can be ordered at any time from the 24-hour reception.

Private parking is available on site, at an extra cost. Grenoble Museum is only 1 km away and the Fort de la Bastille is 2 km from the hotel. Traditional French restaurants can be found within 400 metres.The property is 1.5 km from A480 highway.",45.192898,5.71739092
La loge parisienne 300m gare Bastille Téléphérique,https://www.booking.com/hotel/fr/la-loge-parisienne-300m-gare-bastille-telepherique.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.9,"5 Place Hubert Dubedout, 38000 Grenoble, France","Offering city views, La loge parisienne 300m gare Bastille Téléphérique is an accommodation set in Grenoble, 800 metres from WTC Grenoble and 5.4 km from AlpExpo. Among the facilities at this property are private check-in and check-out and bicycle parking, along with free WiFi throughout the property. The property is non-smoking and is situated 500 metres from Grenoble Train Station.

The recently renovated apartment features 1 separate bedroom, 1 bathroom, a fully equipped kitchen with a dining area and oven, and a living room with a flat-screen TV.

During the colder months, guests can enjoy winter sports in the surrounding area.

Alps Stadium is 2.3 km from the apartment, while The Bastille Grenoble is 1.8 km from the property. The nearest airport is Alpes–Isère Airport, 46 km from La loge parisienne 300m gare Bastille Téléphérique.",45.19202797,5.71983267
Hyper centre Grenoble,https://www.booking.com/hotel/fr/hyper-centre-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,0.0,"14 Place Notre Dame, 38000 Grenoble, France","In the Grenoble City Centre district of Grenoble, close to WTC Grenoble, Hyper centre Grenoble features a bar and a washing machine. Among the facilities at this property are a concierge service and a minimarket, along with free WiFi throughout the property. The property is 1.5 km from Grenoble Train Station, and within 300 metres of the city centre.

This apartment comes with 1 bedroom, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a walk-in shower. Guests can enjoy an ambient stay in their soundproof room with parquet floors and a fireplace. This apartment is allergy-free and non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Guests at the apartment will be able to enjoy activities in and around Grenoble, like walking tours.

AlpExpo is 6.6 km from Hyper centre Grenoble, while Alps Stadium is 1.2 km away. The nearest airport is Alpes–Isère Airport, 47 km from the accommodation.",45.192591,5.7308907
Les baleines - hypercentre 2 chambres avec garage et clim - air conditioning,https://www.booking.com/hotel/fr/les-baleines-championnet-avec-garage-et-clim.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.9,"24 bis Rue des Bergers, 38000 Grenoble, France","Situated 1.1 km from Grenoble Train Station and 1.4 km from WTC Grenoble in the centre of Grenoble, Les baleines - hypercentre 2 chambres avec garage et clim - air conditioning features accommodation with free WiFi and free private parking. The property has garden and inner courtyard views, and is 1.7 km from Alps Stadium. The property is non-smoking and is set 5.2 km from AlpExpo.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a shower and slippers. A flat-screen TV is available. The apartment offers bed linen, towels and laundry service.

Skiing, walking tours and bike tours are possible within the area, and the apartment offers ski storage space.

The Bastille Grenoble is 4.7 km from Les baleines - hypercentre 2 chambres avec garage et clim - air conditioning, while Summum is 5.4 km from the property. The nearest airport is Alpes–Isère Airport, 46 km from the accommodation.",45.1858623,5.72202917
Hôtel de l'Europe Grenoble hyper-centre,https://www.booking.com/hotel/fr/de-l-europe-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.2,"22 Place Grenette, 38000 Grenoble, France","Hôtel de l'Europe Grenoble hyper-centre is located in the heart of Grenoble and is the oldest hotel in the city. It is set in a 17th-century building. Free WiFi is provided.

All rooms are air-conditioned and soundproofed. They come with a flat-screen TV with Bein Sports, Canal+ and Eurosport satellite channels. Some rooms also feature a balcony with views of the city.

Hôtel de l'Europe Grenoble hyper-centre offers a daily continental breakfast, which can also be served in the guest room upon request.

Hôtel de l'Europe Grenoble hyper-centre is 350 metres from the cable car that goes up to the Bastille. Grenoble train station is 1 km away, or a 5-minute journey by tram. Public parking is available nearby.",45.19035711,5.72733097
Hôtel d’Angleterre Grenoble Hyper-Centre,https://www.booking.com/hotel/fr/tiangleterre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.7,"5, place Victor Hugo, 38000 Grenoble, France","Hôtel d’Angleterre Grenoble Hyper-Centre is set in the heart of Grenoble, opposite the gardens of Place Victor Hugo. It is just a 1-minute walk to the Victor Hugo tram stop and offers free WiFi and an onsite bar .

All the rooms are soundproofed and air-conditioned. They feature a desk, a LCD satellite TV and a DVD player. The private bathrooms come with free toiletries. Some rooms also have a hydro-massage bathtub and a private balcony with views over the Vercors mountain range.

A buffet breakfast is available every day and includes hot, cold, sweet and savoury options. An other continental breakfast option consisting of a hot drink, a juice, a pasty, bread, butter and jam is also available.

An underground car park is available nearby at an extra charge.  The nearest airport is Grenoble - Isère Airport, 45 km from the accommodation.",45.18920402,5.72537228
"Le Grand Hôtel Grenoble, BW Premier Collection by Best Western",https://www.booking.com/hotel/fr/le-grand-grenoble-centre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.4,"5 rue de la Republique, 38000 Grenoble, France","In the heart of the historic city centre of the Capital of the Alps, the Grand Hôtel de Grenoble **** BW Premier Collection is waiting to welcome you to an unforgettable experience.

Whether you are on a business trip or a sporting getaway, our attentive and dedicated team is here to offer you a quality of service that lives up to your expectations and up-to-date facilities.

Relax in our newly refurbished rooms and suites. Enjoy a breakfast of fresh, local and seasonal produce. Bring your best projects to life in our coworking space.
At the Grand Hôtel de Grenoble **** BW Premier Collection, every detail is carefully orchestrated to make your stay an unforgettable experience. We look forward to welcoming you and offering you an exceptional stay in Grenoble.

Our hotel is located in the heart of a pedestrianised street, and can be reached by public transport or by car by parking in the Saint-Claire Les Halles private car park, formerly the Lafayette car park (preferential rate).",45.19081504,5.72854802
Le Bon Quai,https://www.booking.com/hotel/fr/le-bon-quai.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.2,"40 Quai de France, 38000 Grenoble, France","Le Bon Quai features a terrace and is set in Grenoble, within just 1.1 km of WTC Grenoble and 1.6 km of The Bastille Grenoble. It is situated 5.9 km from AlpExpo and features a lift. The property is 800 metres from Grenoble Train Station, and within 600 metres of the city centre.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV, a washing machine and a fully equipped kitchen with an oven and microwave. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Alps Stadium is 2.7 km from the apartment, while Summum is 6.1 km away. The nearest airport is Alpes–Isère Airport, 45 km from Le Bon Quai.",45.19393586,5.72086807
Le petit Championnet T2,https://www.booking.com/hotel/fr/le-petit-championnet-t2.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.6,"5 Rue Aubert Dubayet, 38000 Grenoble, France","Le petit Championnet T2 offers accommodation located 600 metres from the centre of Grenoble and features a garden and a terrace. The property is around 1.4 km from WTC Grenoble, 4.8 km from AlpExpo and 1.6 km from Alps Stadium. The property is non-smoking and is set 1.1 km from Grenoble Train Station.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV, a washing machine and a fully equipped kitchen with a microwave. Towels and bed linen are featured in the apartment.

During the colder months, guests can enjoy winter sports in the surrounding area.

The Bastille Grenoble is 4.5 km from the apartment, while Summum is 5 km away. The nearest airport is Alpes–Isère Airport, 46 km from Le petit Championnet T2.",45.18625274,5.72364816
Residhotel Grenette,https://www.booking.com/hotel/fr/le-royal-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.5,"12 Rue De Palanka, 38000 Grenoble, France","Residhotel Grenette is located in central Grenoble, a 3-minute walk away from Place Victor Hugo. It offers self-catering accommodation with free WiFi.

Each unit has a living area with work desk and cable TV.  The kitchenette features a hot-plate, microwave, refrigerator and coffee maker.

The Residhotel provides a daily buffet breakfast service which is served in its breakfast room.

The Grenette is only a 5-minute walk from the historic centre of Grenoble, and the train station is 800 metres away. Private parking spaces are limited and available at an extra charge upon reservation and depending on availability.",45.19056363,5.72448447
Maison Barbillon Grenoble,https://www.booking.com/hotel/fr/maison-barbillon-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,8.3,"10, Rue Barbillon, 38000 Grenoble, France","Maison Barbillon Grenoble is located in Grenoble, just 100 metres from the train station. It offers comfortable guest rooms with satellite TV and free WiFi Internet access.

Guest rooms at the Maison Barbillon Grenoble have an authentic and elegant décor and feature a private bathroom including a hairdryer.

A buffet breakfast is served every morning in the breakfast room. There are many restaurants within walking distance of the hotel.

Maison Barbillon is accessible via the A480 motorway. The hotel is located beside Grenoble World Trade Centre and Saint-André Cathedral is just a 13-minute walk away.",45.1907933,5.71669668
