name,url,rating,address,description,latitude,longitude
Studio Noix à 10 minutes à pied de la gare de Grenoble,https://www.booking.com/hotel/fr/charmant-studio-a-10-minutes-a-pied-de-la-gare-de-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,10,"6 Rue Charles Lory, 38000 Grenoble, France","Set 1.7 km from WTC Grenoble, 4.9 km from AlpExpo and 2.9 km from Alps Stadium, Studio Noix à 10 minutes à pied de la gare de Grenoble offers accommodation located in Grenoble. The property is around 5.1 km from Summum, 6.8 km from The Bastille Grenoble and 34 km from Col de Parménie. Free WiFi is available throughout the property and Grenoble Train Station is 1.5 km away.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is offered. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The nearest airport is Alpes–Isère Airport, 47 km from the apartment.",45.1810577,5.7145748
Le petit Cosy,https://www.booking.com/hotel/fr/le-petit-cosy-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,10,"3 Rue Paul Janet, 38000 Grenoble, France","Situated 1.8 km from Grenoble Train Station, 2.9 km from WTC Grenoble and 4.5 km from AlpExpo, Le petit Cosy features accommodation located in Grenoble. The property is around 1 km from Alps Stadium, 4.7 km from Summum and 4.9 km from The Bastille Grenoble.

The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Col de Parménie is 35 km from the apartment. The nearest airport is Alpes–Isère Airport, 48 km from Le petit Cosy.",45.1827346,5.7306284
COWOOL GRENOBLE,https://www.booking.com/hotel/fr/cowool-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,7.8,"1 Avenue d'Innsbruck, 38100 Grenoble, France","500 metres from AlpExpo, COWOOL GRENOBLE is a recently renovated property situated in Grenoble and features air-conditioned rooms with free WiFi and private parking. Boasting a lift, this property also provides guests with a sun terrace. The aparthotel has family rooms and facilities for disabled guests.

Each unit has a fully equipped kitchen with a microwave, a seating area, a TV, a washing machine, and a private bathroom with bath and a hair dryer. A fridge, a stovetop and kitchenware are also offered, as well as a coffee machine. At the aparthotel, units are fitted with bed linen and towels.

There is a coffee shop, and packed lunches are also available. During the colder months, guests can enjoy winter sports in the surrounding area.

Fitness classes are available at the property. A bicycle rental service is available at the aparthotel.

Grenoble Train Station is 5.2 km from COWOOL GRENOBLE, while WTC Grenoble is 6.6 km from the property. The nearest airport is Alpes–Isère Airport, 50 km from the accommodation.",45.1586663,5.734091
"10min Gare Grenoble, vrai lit double, calme",https://www.booking.com/hotel/fr/10min-gare-grenoble-vrai-lit-double-calme.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.3,"65 Boulevard Joseph Vallier, 38100 Grenoble, France","10min Gare Grenoble, vrai lit double, calme is set in Grenoble, 5 km from AlpExpo, 3 km from Alps Stadium, and 5.2 km from Summum. It is located 1.9 km from WTC Grenoble and provides a lift. Free WiFi is available throughout the property and Grenoble Train Station is 1.8 km away.

The apartment features 1 bedroom, a TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The Bastille Grenoble is 6.7 km from the apartment, while Col de Parménie is 33 km away. The nearest airport is Alpes–Isère Airport, 46 km from 10min Gare Grenoble, vrai lit double, calme.",45.1798108,5.7060371
Les Appartements de Grenoble,https://www.booking.com/hotel/fr/apt-paisible-en-centre-ville-parking-salle-de-sport-bar-en-rooftop.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.6,"15 Rue Maurice Gignoux, 38000 Grenoble, France","Situated conveniently in Grenoble, Les Appartements de Grenoble offers a buffet breakfast and free WiFi. The property features mountain and garden views, and is 1.9 km from Grenoble Train Station. Featuring family rooms, this property also provides guests with a sun terrace.

Each unit is fitted with a fully equipped kitchen with a dishwasher, a seating area, a flat-screen TV, a washing machine, and a private bathroom with shower and a hair dryer. A microwave, a fridge and stovetop are also featured, as well as a coffee machine and a kettle. The units at the aparthotel feature air conditioning and a desk.

The family-friendly restaurant at the aparthotel serves local cuisine, and is open for dinner and lunch. During the colder months, guests can enjoy winter sports in the surrounding area.

A bicycle rental service is available at Les Appartements de Grenoble.

WTC Grenoble is 2.7 km from the accommodation, while AlpExpo is 6.3 km away. The nearest airport is Alpes–Isère Airport, 46 km from Les Appartements de Grenoble.",45.19581084,5.72544678
1924 Hôtel,https://www.booking.com/hotel/fr/royal-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,8.6,"2 Rue Gabriel Peri, 38000 Grenoble, France","Located in the heart of Grenoble on a quiet street, only 450 metres from the SNCF train station and offers free WiFi, service clean, comfortable rooms with modern facilities and a friendly, relaxed atmosphere.

All the cosy guest rooms are equipped with all modern amneties, en suite facilities, soundproofing and satellite TV. All rooms are served by a small lift. Some allow you to see the mountain Vercors.

 The helpful staff at this delightful hotel will help you to make the most of your visit. Local and Bio breakfast is served every morning. Guests can find restaurants nearby.

Explore Grenoble on foot, with our bikes available, or using the excellent public transport links. Guests will appreciate the tramwa stop just a stone's throw from the hotel, providing easy access to the city's business districts and famous sites",45.18928483,5.71861982
RockyPop Grenoble Hotel,https://www.booking.com/hotel/fr/rockypop-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,8.5,"9 Rue de Strasbourg, 38000 Grenoble, France","Situated in Grenoble, 1.6 km from Grenoble Train Station, RockyPop Grenoble Hotel features accommodation with a fitness centre, private parking, a garden and a terrace. Featuring a restaurant, the property also has a bar, as well as a sauna. The property is 1.9 km from WTC Grenoble, and within 600 metres of the city centre.

The hotel will provide guests with air-conditioned rooms offering a desk, a coffee machine, a safety deposit box, a flat-screen TV and a private bathroom with a bath or shower. The rooms will provide guests with a wardrobe and a kettle.

A buffet, continental or Full English/Irish breakfast can be enjoyed at the property.

You can play table tennis at this 4-star hotel, and bike hire is available.

Speaking English and French, staff will be happy to provide guests with practical advice on the area at the 24-hour front desk.

AlpExpo is 4.8 km from RockyPop Grenoble Hotel, while Alps Stadium is less than 1 km from the property. The nearest airport is Alpes–Isère Airport, 48 km from the accommodation.",45.186911,5.731293
Hôtel Victoria,https://www.booking.com/hotel/fr/victoria-grenoble.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,8.5,"17 Rue Thiers, 38000 Grenoble, France","Ideally set in the centre of Grenoble, Hôtel Victoria offers free WiFi throughout the property and free private parking for guests who drive. The property is situated 1.2 km from WTC Grenoble, 5.2 km from AlpExpo and 1.8 km from Alps Stadium. The property is non-smoking and is set less than 1 km from Grenoble Train Station.

At the hotel, rooms are equipped with a wardrobe. The private bathroom is fitted with a shower and free toiletries. At Hôtel Victoria the rooms come with a flat-screen TV with cable channels.

The Bastille Grenoble is 4.7 km from the accommodation, while Summum is 5.4 km from the property. The nearest airport is Alpes–Isère Airport, 46 km from Hôtel Victoria.",45.187494,5.721472
Eklo Montpellier Centre Gare,https://www.booking.com/hotel/fr/eklo-montepellier-centre-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from_sustainable_property_sr=1&from=searchresults,8.3,"4 Rue Jules Ferry, 34000 Montpellier, France","Ideally located in the centre of Montpellier, Eklo Montpellier Centre Gare offers air-conditioned rooms, a garden, free WiFi and a shared lounge. Boasting a 24-hour front desk, this property also welcomes guests with a restaurant and a terrace. Private parking is available on site.

At the hotel, the rooms are equipped with a wardrobe. All guest rooms feature a private bathroom, free toiletries and bed linen.

A buffet breakfast is available every morning at Eklo Montpellier Centre Gare.

Popular points of interest near the accommodation include Montpellier Town Hall, Montpellier National Opera and Place de la Comédie. The nearest airport is Montpellier - Mediterranee Airport, 9 km from Eklo Montpellier Centre Gare.",43.60572,3.88134
Suite indépendante avec 1 chambre et 1 bureau,https://www.booking.com/hotel/fr/suite-independante-avec-1-chambre-et-1-bueau.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.6,"17 Rue Desmazes, 34000 Montpellier, France","Located 1.1 km from Montpellier National Opera and 1.4 km from Place de la Comédie in the centre of Montpellier, Suite indépendante avec 1 chambre et 1 bureau provides accommodation with free WiFi and free private parking. With garden views, this accommodation features a terrace. The property is non-smoking and is situated 1.3 km from Montpellier Cathedral of Saint Peter.

Towels and bed linen are provided in the bed and breakfast.

Guests can also relax in the garden.

GGL Stadium is 2.9 km from the bed and breakfast, while Montpellier Town Hall is 3.2 km away. The nearest airport is Montpellier - Mediterranee Airport, 10 km from Suite indépendante avec 1 chambre et 1 bureau.",43.6050372,3.8682942
Charmant Studio Neuf N•2 - Centre ville,https://www.booking.com/hotel/fr/charmant-studio-neuf-n-2-centre-ville.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,7.9,"23 Rue du Plan de l'Olivier, 34000 Montpellier, France","Situated in Montpellier, 400 metres from Fabre Museum and 700 metres from Place de la Comédie, Charmant Studio Neuf N•2 - Centre ville provides accommodation with amenities such as free WiFi and a flat-screen TV. The property is around 3 km from Montpellier Town Hall, 400 metres from Montpellier Cathedral of Saint Peter and 700 metres from Montpellier National Opera. The property is 600 metres from The Corum, and within 400 metres of the city centre.

The apartment is composed of 1 bedroom, a fully equipped kitchenette, and 1 bathroom. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Odysseum Shopping Centre is 4.3 km from the apartment, while Agrolpolis International is 6.6 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 9 km from Charmant Studio Neuf N•2 - Centre ville.",43.6132661,3.8783153
Ravissant T3 Neuf Climatisé - Centre ville,https://www.booking.com/hotel/fr/ravissant-t3-neuf-climatise-centre-ville.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,0.0,"23 Rue du Plan de l'Olivier, 34000 Montpellier, France","In the heart of Montpellier, set within a short distance of The Corum and Fabre Museum, Ravissant T3 Neuf Climatisé - Centre ville offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. Guests staying at this apartment have access to a balcony. The property is non-smoking and is situated 700 metres from Place de la Comédie.

This apartment is fitted with 1 bedroom, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Montpellier Town Hall is 3 km from the apartment, while Montpellier Cathedral of Saint Peter is 400 metres from the property. The nearest airport is Montpellier - Mediterranee Airport, 9 km from Ravissant T3 Neuf Climatisé - Centre ville.",43.6132661,3.8783153
"Artistic Loft, Downtown Montpellier, WIFI",https://www.booking.com/hotel/fr/artistic-loft-downtown-montpellier-wifi.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.2,"8 Rue Guillaume Pellicier, 34070 Montpellier, France","Right in the centre of Montpellier, situated within a short distance of Montpellier National Opera and Montpellier Cathedral of Saint Peter, Artistic Loft, Downtown Montpellier, WIFI offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. This apartment features accommodation with a patio. The property is non-smoking and is set 1.4 km from Place de la Comédie.

The spacious apartment with a terrace and garden views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a walk-in shower. Towels and bed linen are available in the apartment. There is also a seating area and a fireplace.

Guests can relax in the garden at the property.

The Corum is 1.7 km from the apartment, while Fabre Museum is 1.5 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 10 km from Artistic Loft, Downtown Montpellier, WIFI.",43.6083263,3.8668426
Le temps d'un passage,https://www.booking.com/hotel/fr/le-temps-d-un-passage-montpellier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.0,"3 Passage Bruyas, 34000 Montpellier, France","In the heart of Montpellier, set within a short distance of Place de la Comédie and The Corum, Le temps d'un passage offers free WiFi, air conditioning and household amenities such as a dishwasher and coffee machine. Guests staying at this apartment have access to a patio. The property is non-smoking and is situated 2.2 km from Montpellier Town Hall.

The apartment is fitted with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a balcony with city views. The unit at the property features a bath and a dressing room. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Fabre Museum, Montpellier National Opera and Montpellier Cathedral of Saint Peter. The nearest airport is Montpellier - Mediterranee Airport, 9 km from Le temps d'un passage.",43.6093775,3.8795106
Au cœur de M,https://www.booking.com/hotel/fr/au-coeur-de-m.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.8,"8 Rue Baudin, 34000 Montpellier, France","Well located in the centre of Montpellier, Au cœur de M offers a balcony, air conditioning, free WiFi and flat-screen TV. The property features city views and is 400 metres from Montpellier National Opera and 700 metres from The Corum. The property is non-smoking and is located 2 km from Montpellier Town Hall.

Towels and bed linen are provided in the bed and breakfast. For added privacy, the accommodation has a private entrance and soundproofing.

A continental breakfast is available daily at the bed and breakfast. There is a coffee shop on-site.

Popular points of interest near Au cœur de M include Fabre Museum, Place de la Comédie and Montpellier Cathedral of Saint Peter. The nearest airport is Montpellier - Mediterranee Airport, 9 km from the accommodation.",43.6083725,3.8817453
"Joli studio avec terrasse-jardin sur les toits, coeur historique",https://www.booking.com/hotel/fr/joli-studio-avec-terrasse-coeur-historique.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,8.5,"4 eme etage 7 Rue des Teissiers, 34000 Montpellier, France","Located in the centre of Montpellier, just 700 metres from Montpellier Cathedral of Saint Peter and less than 1 km from The Corum, Joli studio avec terrasse-jardin sur les toits, coeur historique provides accommodation with city views and free WiFi. Guests staying at this apartment have access to a terrace. Outdoor dining is also possible at the apartment.

The apartment is equipped with 1 bedroom, a fully equipped kitchen with a microwave and a fridge, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are provided in the apartment. This apartment is non-smoking and soundproof.

Popular points of interest near Joli studio avec terrasse-jardin sur les toits, coeur historique include Fabre Museum, Place de la Comédie and Montpellier National Opera. The nearest airport is Montpellier - Mediterranee Airport, 11 km from the accommodation.",43.6086149,3.8755841
Hotel d'Aragon,https://www.booking.com/hotel/fr/hotel-daragon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from_sustainable_property_sr=1&from=searchresults,8.6,"10 rue Baudin, 34000 Montpellier, France","Situé au cœur de Montpellier, l'hôtel d'Aragon offre un cadre élégant et une situation privilégiée pour découvrir le patrimoine artistique, culturel et historique de la ville.

Les chambres personnalisées de l'hôtel d'Aragon sont spacieuses, insonorisées et équipées d'une télévision à écran plat ( chromecast ), d'un accès Internet gratuit, pour certaines, de douches hydrojets, minibar, machine à café et d'une baignoire balnéo.

Pour le délicieux petit déjeuner nous privilégions des produits de qualités, des produits bio de préférence, sous forme de buffet qui est servi tous les jours dans la véranda au toit de verre, il devient un salon confortable baigné de lumière naturelle l'après midi pour un petit moment de convivialité.

L'Hôtel d'Aragon bénéficie d'une situation privilégiée à 500 mètres de la gare TGV Saint Roch, à proximité de la place de la Comédie, de l'Opéra et du centre de conférences Corum.",43.60835743,3.88187259
